video_id,video_link,sign_system_label,primary_county,filename
17839,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260406_105809_676_FH.MP4,US Route,Marion,260406_105809_676_FH.MP4
34328,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260603_074322_074_FH.MP4,US Route,Pocahontas,260603_074322_074_FH.MP4
12669,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260326_120858_369_FH.MP4,US Route,Wetzel,260326_120858_369_FH.MP4
33609,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260529_104555_188_FH.MP4,US Route,Wayne,260529_104555_188_FH.MP4
34316,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260603_132543_188_FH.MP4,US Route,Pocahontas,260603_132543_188_FH.MP4
21908,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260416_091351_279_FH.MP4,US Route,Mason,260416_091351_279_FH.MP4
12663,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260326_122359_374_FH.MP4,US Route,Wetzel,260326_122359_374_FH.MP4
27803,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260506_100757_077_FH.MP4,US Route,Braxton,260506_100757_077_FH.MP4
24991,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260407_070106_580_FH.MP4,US Route,Gilmer,260407_070106_580_FH.MP4
940,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/250904_155937_826_FH.MP4,US Route,Gilmer,250904_155937_826_FH.MP4
14705,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260331_081403_921_FH.MP4,US Route,Taylor,260331_081403_921_FH.MP4
15297,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260402_122812_743_FH.MP4,US Route,Lincoln,260402_122812_743_FH.MP4
24042,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260408_140217_151_FH.MP4,US Route,Braxton,260408_140217_151_FH.MP4
17107,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260318_093943_167_FH.MP4,US Route,Mineral,260318_093943_167_FH.MP4
17285,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260317_144304_078_FL.MP4,US Route,Morgan,260317_144304_078_FL.MP4
21904,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260416_092552_283_FH.MP4,US Route,Mason,260416_092552_283_FH.MP4
20583,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260407_085844_354_FH.MP4,US Route,Braxton,260407_085844_354_FH.MP4
544,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/250828_071227_249_FH.MP4,WV Route,Gilmer,250828_071227_249_FH.MP4
3316,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/251024_101247_168_FH.MP4,WV Route,Pleasants,251024_101247_168_FH.MP4
20434,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260413_062522_513_FH.MP4,WV Route,Hancock,260413_062522_513_FH.MP4
8046,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260312_105251_098_FH.MP4,WV Route,Webster,260312_105251_098_FH.MP4
16711,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260319_120911_341_FL.MP4,WV Route,Berkeley,260319_120911_341_FL.MP4
2902,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/251022_134325_332_FH.MP4,WV Route,Calhoun,251022_134325_332_FH.MP4
21977,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260415_082337_179_FH.MP4,WV Route,Cabell,260415_082337_179_FH.MP4
29591,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260420_084837_669_FH.MP4,WV Route,McDowell,260420_084837_669_FH.MP4
32765,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260414_082043_104_FH.MP4,WV Route,Putnam,260414_082043_104_FH.MP4
18236,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260331_135902_332_FH.MP4,WV Route,Taylor,260331_135902_332_FH.MP4
33268,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260528_130451_009_FH.MP4,WV Route,Pocahontas,260528_130451_009_FH.MP4
15705,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260402_080920_013_FH.MP4,WV Route,Brooke,260402_080920_013_FH.MP4
486,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/250828_120409_104_FH.MP4,County Route,Putnam,250828_120409_104_FH.MP4
4362,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/251106_152716_509_FH.MP4,County Route,Calhoun,251106_152716_509_FH.MP4
17299,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260317_122819_071_FH.MP4,County Route,Morgan,260317_122819_071_FH.MP4
34383,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/200207_040747_067_FH.MP4,County Route,Logan,200207_040747_067_FH.MP4
6829,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260225_135435_319_FH.MP4,County Route,Summers,260225_135435_319_FH.MP4
32346,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260515_101200_210_FH.MP4,County Route,Brooke,260515_101200_210_FH.MP4
34195,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/260603_092920_413_FH.MP4,County Route,Lincoln,260603_092920_413_FH.MP4
482,https://objectstorage.us-ashburn-1.oraclecloud.com/p/xI2c8lL1sjv13h6U9ebP5HwMmCtABlbJkTGWCLqvQ-v-S1oqJTr2b5aPHNth1jyD/n/idnz0hftfltw/b/wvu_dashcam_videos/o/250828_120709_105_FH.MP4,County Route,Putnam,250828_120709_105_FH.MP4
